sat1,sat2,altitude,velocity,inclination,eccentricity,raan,perigee,anomaly
54424.0,31522.0,-0.3586935905006842,-0.410827390460772,-0.6992306051885768,-0.3892098049391815,-0.6823652352098805,-0.9069890936800968,-0.9127320422778876
54424.0,12250.0,-0.3607888536534119,-0.4162162145825668,-0.7041751697077461,-0.3792903410526331,-0.7633800029480926,1.2607339094198835,-0.4503405071024303
29302.0,329.0,-0.3361451367453702,-0.3308315015162213,0.0074785501321294,-0.36730588050975,1.0561670749365282,-0.344118045662569,-0.893034304884331
41378.0,31139.0,-0.3426647918743203,-0.3665943132757541,-0.7004894695009027,-0.4054332521499454,-0.6253984160783383,1.3364719480418603,1.2538274079338698
40515.0,40254.0,-0.358629384655428,-0.4045493535749873,-0.1251521216761821,-0.3690251972600954,-0.786007265882381,-0.1717198771618386,-0.2009530818875806
60967.0,31630.0,-0.3395855290162538,-0.4012174733398133,-0.2890862497418808,-0.3781261424202519,0.3335053104706652,1.6860735274089786,1.6043432434381506
3618.0,47046.0,-0.2689966766643097,-0.0978731658117129,-0.4080921013034355,-0.3666882514968851,0.9604547898027256,-0.61826150343872,-0.9914271603123844
54448.0,552.0,-0.3624987614797622,-0.4137168196045983,0.7011855004074817,-0.3805656701648377,-0.3153399013395757,1.275527410721311,1.198693780735673
56237.0,42532.0,-0.3587465722085733,-0.4071807917027288,-0.6602285346890254,-0.3520831418985501,2.043117634567208,0.8218991044886345,0.7582901389543611
54629.0,26184.0,-0.3586922656465453,-0.4390539171157653,-0.7028526804843289,-0.4113958298173956,-0.9896414809120732,-0.7991345583091931,-0.8086110743614386
38799.0,40396.0,-0.3495287984796286,-0.386912814155006,-0.6944178351280977,-0.3350294217760284,-0.3170672499318193,0.608741147500985,0.5492652158820799
38577.0,23362.0,-0.3587147862828852,0.7920557524884255,-0.3389272783096487,1.6868550197609862,-1.0000802867041916,-0.741947281299183,1.4415613942645855
60844.0,3462.0,-0.3399072531395418,-0.3952524185680404,1.862840037856844,-0.3768839387395331,-0.1785135973242856,1.5185124617489822,1.4294147466038316
56606.0,54604.0,-0.3626218534066201,-0.4412113752349463,-0.7086107349381772,-0.4190168161837494,-0.9721906880650628,-1.2201536683034029,-1.203280202801464
55007.0,38178.0,-0.3619844361958671,-0.4033702364209487,-0.7050022935519462,-0.3930427379307843,-0.6806601893754455,1.7359613420046631,-0.4089783077613168
31407.0,54608.0,-0.3610540211100107,-0.4247870249710647,-0.3170766659859652,-0.4186225166928374,-0.814244787543317,1.0822640446692944,1.0142638045360963
12952.0,41304.0,-0.352781733920523,-0.4215764835096725,0.0220941011373208,-0.4050629953109182,0.7431211057893601,0.3754132340431331,1.1250897132493234
60003.0,4421.0,-0.33169582652659,-0.2691768815282576,0.1908273653539787,-0.0640505694742313,-0.0053349132195528,0.962797504007946,0.9719857605937008
29944.0,16867.0,-0.362598556579312,-0.4190980725405628,0.4267939820491229,-0.3226330304641844,0.953413809162683,-0.8139895048125502,-0.2180655456979711
55725.0,10663.0,-0.3005496360286797,-0.1778391586144143,0.1218715956394953,-0.3531255244280479,0.7632170057124201,2.5165714281758698,2.380375073227761
33901.0,35082.0,-0.3503033694070242,0.7755846011660475,-0.0451710637967119,2.4050389513069126,1.0331930041183226,-0.2226386057009961,-0.8670498006855444
42214.0,31353.0,-0.3603005967353512,-0.3937435969731594,0.0163633145025111,-0.3450856616377441,-0.0114581353757886,-0.6133788856335953,-0.6233970219277088
4777.0,38302.0,-0.3226257179318103,-0.3103134540484781,-0.6001893418004698,-0.3646414203997523,-0.6448598025417558,0.4832620800434873,-0.4679669764440988
37453.0,32242.0,-0.34986036302435,-0.3766917954566794,-0.691395651851217,-0.3077703973501047,0.1871813770427611,1.8760518509060216,1.8022778437762432
61088.0,60792.0,-0.3615088087172918,-0.3881827530936909,-0.7054703911121244,-0.3431098899339599,-1.0013872283117506,1.2069989424589862,1.1456608244481443
18428.0,45273.0,-0.2905204748321132,-0.1733981894064561,0.0556653310114994,-0.0764084925430595,-0.9195427979830744,1.2650441765477811,-1.1873416753527637
32451.0,61347.0,-0.3493945708044051,-0.4238173743615447,-0.2423901096366729,-0.3632987718622701,-0.3061210563995649,-0.4849766195880379,-0.5167049373601001
43395.0,325.0,3.594581165138783,2.6325776022152434,1.936540408084206,-0.387508119466885,1.3609744053493544,-1.2974141824842835,1.5731740351410266
29958.0,31085.0,-0.3623300912742977,-0.4232587908500367,-0.694931379053343,-0.4040761780213321,0.8675849911515763,-0.6343635599664105,-1.2695433565455556
14344.0,34620.0,-0.3553997789243499,-0.4113665670270768,-0.70907428786185,-0.3841405453595429,-0.7530014146020562,-0.2975016191325415,-0.3816684969278576
43336.0,37420.0,-0.3593796358500318,-0.4371296751693628,0.0132547831320036,-0.4042583678945043,1.2150541518377789,1.1704367715630963,1.0922674108918604
40480.0,42158.0,-0.3288377491329789,-0.3076050091834413,0.0055652581628549,-0.4042733277667882,-0.6090772579143127,2.1413654055901734,1.70918948187119
35320.0,25844.0,0.5702945593653248,0.8671152139247549,3.4176238116722306,3.103982349971101,1.6904943065515343,-1.0839956523254912,-1.0524642281568914
33613.0,30575.0,-0.359337011117532,-0.4303633238298044,-0.6877372194634112,-0.4086458847229183,-0.9912506248879333,1.10158969855003,-1.0016136173877557
38798.0,37909.0,-0.357807036163653,-0.3974235384974295,-0.7061111848595525,-0.3045973015824535,0.4649120443385681,1.3778985307571188,1.34028705867602
57548.0,34192.0,2.049549631039288,2.70511298936163,2.683801354953211,3.0357861693213684,-0.5898299779258539,-0.1626589856255521,0.6774006964590056
41144.0,36707.0,-0.3612599581008826,-0.4196504505846026,-0.7022300652829262,-0.4107343897499849,-1.003471421028925,0.2496940751484684,0.2123737939409781
54403.0,37609.0,-0.3620483641259025,-0.4276771246866496,-0.6997396044773154,-0.3910097981436295,-0.8664510830207035,0.1918491069029976,-0.7050542057356729
60818.0,18805.0,-0.2786891997618206,-0.2009679993472164,-0.0187121900553469,-0.4075447312665908,2.312488113098618,1.4477651389725603,-0.3485292970924245
54532.0,41233.0,-0.3602508516966219,-0.4200598489948234,-0.7068565052466338,-0.3740463715359643,-0.991553942394124,1.159347050489047,1.09007744241008
37928.0,37920.0,-0.3619297664331993,-0.4398251215930553,-0.7054340340200719,-0.4133523673996718,-0.384757235017534,-0.1225853352268377,0.5224781225380555
44613.0,30973.0,-0.3527738855453107,-0.4306916044638911,-0.653870588216306,-0.3540786820049951,-0.5077848227769041,0.300547944863368,0.2866214573361949
37277.0,18272.0,-0.2294727234951512,0.0099269376060437,-0.338309207744752,-0.0616308101323063,-0.4142805106661115,0.6794008539709525,-0.0217949293679139
26851.0,39015.0,-0.3532503103464228,0.2935962012806736,0.5863698037050021,1.3485166710950507,0.4058465356972757,0.9827819869982524,1.3316861779852691
22387.0,54895.0,-0.3512812992950209,-0.4223456824904176,0.5529349129260233,-0.4082676136665962,0.5000154699907519,0.7885332219671544,2.022275478147589
35787.0,13464.0,-0.3623576478156757,-0.439561900304225,-0.3060877349130321,-0.4147644724870437,-0.0993466130704814,-0.5465469876689732,0.5660030654917083
23406.0,22607.0,-0.3611948503287973,-0.435602671094961,-0.7075063882670769,-0.4037240867415069,1.8935821040149263,0.7382061879650905,1.2328773265552078
36005.0,36273.0,-0.3501925706095017,-0.3966472863648472,0.4549298266614198,-0.4012167052904904,-0.5044527907603621,-0.9799063423838952,-0.96708486022624
33576.0,31180.0,2.641791568041238,2.984857731580344,3.399345283642727,3.1118362829201613,0.7811082780261414,1.0167315989380568,1.4667215294227425
38170.0,31952.0,-0.3606599309900742,-0.4322496535440528,-0.7012802362530475,-0.4203445048489478,-0.1825860809000593,0.484523982431249,0.4564872174863788
39632.0,4736.0,-0.3604879501994733,-0.428003542427306,-0.6469536514532772,-0.3767626569178027,-0.5140139830327286,-1.0413504064386438,-1.0230657253552289
31736.0,30225.0,-0.3576282793880012,-0.4101471714143915,-0.7085243868445518,-0.3741478849550338,-0.736272115970141,0.9555014552159492,0.7636599721635396
36015.0,18501.0,-0.3605528398317491,-0.4284469423102578,-0.1493386771642507,-0.4037262238661189,0.1321292496690514,-0.1956516454390195,-0.933973974254818
4971.0,36355.0,-0.2901131446281475,-0.1982346764040483,0.0803018055137215,-0.2466945816263679,1.2527290854652464,0.0970459875714276,-0.7430775471130181
33745.0,17764.0,-0.3606380568602579,-0.438285076831745,-0.7052976949248735,-0.4164538694928213,-0.9888932233876084,-0.2064398298739732,-0.3567120037916274
36676.0,20900.0,-0.3542679692447415,-0.4130003826593191,-0.6972536883082112,-0.384327009481939,1.342162029138155,-0.1416595189293083,-0.1811540679804461
55532.0,55208.0,-0.3614245937371541,-0.4357043572806562,-0.7088970470380924,-0.4172355228196564,-0.9978265930276748,-1.2935397211404362,-1.2744667018991749
35809.0,28675.0,-0.3086812643798294,-0.2519662535205889,-0.5425224491683552,-0.3837489172743958,0.1269338222376358,-0.1464920702736029,-0.0359257254989836
35434.0,31232.0,-0.3615276846563204,-0.4199952178323486,0.4250306630845663,-0.3956040817782535,-0.7327505105122293,-1.220193493897246,-1.202365447194952
61416.0,60650.0,-0.3623426782772792,-0.4318804773372429,-0.7056703551184141,-0.3935412222465308,-0.9859224960475588,-1.1952228465578232,-1.1843643636525212
19294.0,23090.0,-0.2723781089895154,0.0140379359049032,-0.3090735610978615,-0.1858137785234754,0.602704057766952,-1.2104180174200083,-1.21504134631376
55208.0,54895.0,-0.3612648684300336,-0.438674261896068,-0.7089152255841183,-0.418319044997935,-0.9842386378330412,-1.2467173393965365,-1.2299638416423704
38272.0,36703.0,-0.3430203609549311,-0.3429455245013232,0.0454080864161258,-0.3802077017923295,0.3140327726283439,-0.6293887743583925,1.8204695014033647
61484.0,60638.0,-0.3575177877027782,-0.3886834710522865,-0.7063429613213897,-0.3162905788969531,-1.0025926923712825,-1.2162132102611871,-1.1754302505622554
39711.0,32313.0,-0.345088285256004,-0.3789998954525507,0.5730403848311766,-0.3982167166164105,0.8235816499960386,0.0016932750448276,-0.0220541101230921
22350.0,21162.0,-0.2974701940483273,-0.2923300791182932,-0.569822080663438,-0.3832386787732833,1.3351043214297564,-1.0138275074709546,1.7716487768848703
55888.0,4207.0,-0.3608511701548924,-0.4361495713829245,0.5870105974524309,-0.3566074347021315,-0.3851508786928487,0.4538423449347724,0.4021049966792458
61825.0,60688.0,-0.3626876547282514,-0.4390011413467395,-0.7090152075872643,-0.4146832617517881,-1.0002609390424368,-1.1845768963865937,-1.1709261681949534
36302.0,30678.0,-0.3587434400151599,-0.4045123813102108,0.1009617230726762,-0.4046206105162364,1.0260806546532937,2.2820567120215034,-1.0990688483191335
40462.0,30225.0,-0.3594028087337133,-0.4382192467899805,-0.6968810281146706,-0.3873686720859527,-0.813895749383619,1.1137182986863206,0.9148527389984136
36278.0,36182.0,-0.3614680597077293,-0.4307666303398934,-0.7072700671687331,-0.3978373769977823,-0.971231669479312,0.6449801621496948,0.5894371439399586
32332.0,54271.0,-0.3515649116718964,-0.2983765486764757,-0.6899050110770544,-0.3187637663541777,-0.4729300728742812,-0.2222130407839329,-0.2297417476182345
56262.0,55008.0,-0.3609304391974536,-0.4337450855988707,-0.7087925203984415,-0.4182314228888434,-0.9824555323462776,-1.2026781977251912,-1.1858998462777377
26836.0,9819.0,-0.3619200817555923,-0.3123301025238371,0.8350750365281174,-0.2413111647287668,1.2981642636720698,0.8696545430025658,0.5172716385443259
60610.0,31082.0,-0.3587830926278372,-0.3614591900994203,0.0408089142714569,-0.2735822806509587,1.1390831527778873,-0.0867343356495676,-0.1545488367629549
37963.0,40193.0,4.379664231582357,3.8618008192571054,1.508431104526962,3.473712387781394,-0.9244092597368192,0.9089066482940076,0.1420966054759309
49537.0,21275.0,-0.2850230811271988,-0.1651205169036954,0.0798609757725807,-0.3973250013720579,1.9862355659153368,-1.0287188659458246,-1.1622795497238765
43310.0,12530.0,-0.2828907617843136,-0.1919010505150388,0.1983987297739566,-0.3629119523075,-0.6793108725280507,-0.5162192290206429,-1.2209230070646773
37331.0,30235.0,-0.3607821207331951,-0.397187284074065,0.4132918669880451,-0.3684273366498914,1.1185679610080332,-1.3051119008370378,0.6096249289798605
61272.0,60759.0,-0.3624495328765854,-0.4391591048664556,-0.7089061363111062,-0.4165655342537977,-1.0032338966582677,-1.2312263212658052,-1.2143226097657862
38721.0,36205.0,-0.362262134469153,-0.435589227311916,-0.6850149821959642,-0.4127700009429047,-0.6536749675654387,0.1652194391114963,0.1415967568766584
29922.0,34186.0,2.607716860433886,3.1744128016014046,3.4998271968034227,3.174078968682044,-0.716004484811958,0.275108493390711,1.1486958528711793
7153.0,56625.0,-0.2842062288511127,-0.1967247204475389,-0.5620552968736771,-0.3967495805702798,-0.7039163900799245,-1.165881624762684,-0.8228681938857888
30464.0,41128.0,-0.3437460075772002,-0.3881942822943163,-0.703048099854112,-0.3633933396263506,0.4377762789133563,-0.1301362678194287,-0.3936365494463881
42243.0,41401.0,-0.3565880140651559,-0.3896084356802547,0.551207951053519,-0.3688141562046615,1.6903660656941373,-0.9080154561271312,-0.8926106859189347
41156.0,36684.0,-0.3614352752778891,-0.4304296186198479,-0.6854103655720375,-0.4177842295637846,0.9772398453291624,2.005966351643495,1.88846742381552
33621.0,34197.0,1.6967596891657546,2.832154868049066,3.1572752201192333,2.4936676460907217,0.7474266531842285,-0.8793785784059532,-0.4717828141169775
12650.0,35205.0,-0.2931676957053885,-0.2084918939253136,0.0217214409437795,-0.4195243832790969,0.1131830569110028,-0.1234649119137085,2.114629857577893
24126.0,13017.0,-0.3583089632242849,-0.3685931164803867,-0.6577698863389599,-0.2792077269108675,1.484546180399244,-1.2477232201095938,-1.1612656955933254
57579.0,54404.0,-0.3608383623244564,-0.4287663388172527,-0.7087516186698823,-0.4041841028142376,-0.9674993029601126,-1.190030726994834,-1.171819143906072
45291.0,3488.0,-0.2966441126380557,-0.241631908285525,1.5776959095238938,-0.4130462242990044,-0.6064332659761531,1.448379590991849,1.3574256583608826
60710.0,61387.0,-0.3615063367718194,-0.4219125721533505,-0.6997714169328624,-0.420098735518569,-0.9508469488426358,-1.3042994587226446,-1.284124996511263
34243.0,30080.0,0.2480576360939996,0.6364954829132679,1.4313677032847223,2.2090667615121053,1.2381129731356555,0.0144989102764452,-0.2321397141010195
36645.0,29772.0,-0.3613134315883338,-0.3938585406094911,-0.7061566312246189,-0.3342365485449804,-0.412960187403867,-0.5121194686030561,0.0672793978161837
60974.0,60785.0,-0.3612157800655386,-0.4239451781100855,-0.6972445990351962,-0.4059659304594837,-0.9369567912797008,-1.0145614362717716,-1.000886168881625
54541.0,54336.0,-0.3624549517701607,-0.4408293419921766,-0.7086743598492707,-0.4196317737908493,-0.9964594339740334,-1.2641142966611711,-1.245590916586949
61487.0,61078.0,-0.3626586628171248,-0.4096327839806692,-0.7076063702702212,-0.3897253862518239,-1.0022269271432285,1.1381985222844218,1.0636823871831331
54404.0,40580.0,-0.3623836114909435,-0.4311700193674971,-0.7054613018391106,-0.3989876843201856,-0.9742503477486482,-0.7947765004686835,-0.7924776168489697
42607.0,42392.0,-0.3622132859120594,-0.4365201671584245,-0.577338909445338,-0.4078615599903182,-0.4229941981417675,0.0270394208404812,-0.0063007117852331
34641.0,28389.0,-0.3603981003948372,-0.4231743919692562,-0.3715214113349093,-0.4156631333863852,1.4490468807959649,1.309041216877064,1.0906437196903016
37336.0,30702.0,-0.3434584496959193,-0.3535107863218168,0.4156414440619514,-0.3994322062394794,-0.1617296569357398,1.5687609824374704,-0.5656683201934196
29880.0,34486.0,-0.3314309347380087,-0.3519919754405681,-0.1739842409394867,-0.3026242012844344,0.6159005995620522,-0.0958384664020279,-0.2392846087847377
40414.0,36242.0,-0.3536535655302661,-0.4087686867893895,-0.6846286880929049,-0.386691737865105,-0.9508313369121691,0.2639527756182933,0.2258294133148611
54348.0,13561.0,-0.3613774629961918,-0.4369018432551222,-0.6922545881509612,-0.4059322707468448,1.1030530475387736,1.3928809191607714,0.6259848974044179
54358.0,38627.0,2.398059792129183,3.202425766553572,1.5293591556398063,3.048153175169797,0.3837300059167949,0.1342567467099002,1.3157160696882484
61323.0,31743.0,-0.3599681074551714,-0.4271960132869558,-0.2416902356146591,-0.3955714906279207,-0.972226372477556,-0.0253676470342858,0.766664508733024
38443.0,44569.0,-0.3040119919089995,-0.2563843920413339,0.4419867018906517,-0.4198241150059284,-0.5497597281097879,0.0427022579617914,-1.1878012311455588
44652.0,7059.0,0.4407266032340552,0.1281849352698631,3.3554031932605115,2.010056649081354,0.0882218103720883,0.1655562498479949,-0.7575927583977762
41094.0,43318.0,-0.2906466830874265,-0.2195717547845539,0.0370232320614677,-0.4134971575921341,0.2410503431147476,0.7233603444546117,0.6587451270600108
37417.0,32772.0,1.533659731407551,1.7060842484097043,0.5147008859960852,1.9685643747395816,1.5482294750447194,-1.0983305903606722,-0.918575588211868
54424.0,40580.0,-0.3584577324030812,-0.4318565841018399,-0.7052068021947424,-0.373916006934633,-0.7995684577676443,-1.044476146618247,-1.0247405993109622
35671.0,31072.0,-0.3554234869337717,-0.4274970489288482,0.4407551053973668,-0.3286014852243175,1.6809096963834695,-0.6324940328040194,1.0173445707394562
32096.0,29907.0,-0.362530883599847,-0.4166330462886186,-0.7079426733717087,-0.3917235977640339,-0.6723334547477618,1.2951614284858006,-1.23634643998733
32093.0,30480.0,-0.3613811758851714,-0.4281850150718798,-0.6772300198601762,-0.375114933841959,0.9161938517945036,0.5717625146809107,-0.8107629280262815
41012.0,44593.0,-0.358057856767594,-0.4392056218437882,-0.6562110760172001,-0.4092464167388873,-0.8008252181701353,-0.5511121385974657,-0.5219408242126109
36668.0,22349.0,-0.3607177235660922,-0.388395176856087,0.5544255537001846,-0.3517347905867958,0.3954768684543632,-0.0707540316516261,2.491877247692945
